Year,LatGIS,LonGIS,Location,Species,Outcome
2012,-23.08,113.81,Western Australia,Tiger,Non-fatal
2012,-8.54,115.51,Bali Indonesia,Tiger,Non-fatal
2012,34.68,-120.61,California USA,White Shark,Fatal
2012,-34.23,18.84,Cape Town South Africa,White Shark,Fatal
2012,-30.86,115.24,Western Australia,White Shark,Fatal
2012,40.77,-124.23,California USA,White Shark,Non-fatal
2012,33.34,-118.32,California USA,White Shark,Non-fatal
2012,-33.02,151.72,Newcastle Australia,White Shark,Non-fatal
2013,32.45,-80.49,South Carolina USA,Bull,Non-fatal
2013,-4.66,55.51,Reunion,Bull,Non-fatal
2013,20.67,-156.44,Hawaii USA,Other,Fatal
2013,17.83,-77.09,Jamaica,Other,Fatal
2013,-8.13,-34.9,Recife Brazil,Other,Fatal
2013,-34.05,24.93,South Africa,Other,Fatal
2013,-21.06,55.22,Reunion,Other,Fatal
2013,-21.01,55.26,Reunion,Other,Fatal
2013,-33.94,114.97,Western Australia,Other,Fatal
2013,21.3,-158.05,Hawaii USA,Other,Non-fatal
2013,21.3,-158.04,Hawaii USA,Other,Non-fatal
2013,20.95,-156.69,Hawaii USA,Other,Non-fatal
2013,20.91,-156.49,Hawaii USA,Other,Non-fatal
2013,20.91,-156.49,Hawaii USA,Other,Non-fatal
2013,20.7,-156.45,Hawaii USA,Other,Non-fatal
2013,20.69,-156.43,Hawaii USA,Other,Non-fatal
2013,20.92,-156.38,Hawaii USA,Other,Non-fatal
2013,19.86,-155.93,Hawaii USA,Other,Non-fatal
2013,-16.08,-145.72,French Polynesia,Other,Non-fatal
2013,40.82,-124.19,California USA,Other,Non-fatal
2013,44.88,-124.04,Oregon USA,Other,Non-fatal
2013,28.94,-95.29,Texas USA,Other,Non-fatal
2013,30.25,-87.67,Florida USA,Other,Non-fatal
2013,30.33,-87.14,Florida USA,Other,Non-fatal
2013,30.38,-86.47,Florida USA,Other,Non-fatal
2013,30.16,-85.78,Florida USA,Other,Non-fatal
2013,30.34,-81.39,Florida USA,Other,Non-fatal
2013,30.28,-81.39,Florida USA,Other,Non-fatal
2013,29.8,-81.26,Florida USA,Other,Non-fatal
2013,29.28,-81.05,Florida USA,Other,Non-fatal
2013,29.3,-81.04,Florida USA,Other,Non-fatal
2013,29.28,-81.03,Florida USA,Other,Non-fatal
2013,29.11,-80.94,Florida USA,Other,Non-fatal
2013,29.06,-80.9,Florida USA,Other,Non-fatal
2013,29.06,-80.9,Florida USA,Other,Non-fatal
2013,29.04,-80.89,Florida USA,Other,Non-fatal
2013,28.37,-80.59,Florida USA,Other,Non-fatal
2013,28.01,-80.53,Florida USA,Other,Non-fatal
2013,27.86,-80.45,Florida USA,Other,Non-fatal
2013,27.26,-80.2,Florida USA,Other,Non-fatal
2013,25.68,-80.17,Florida USA,Other,Non-fatal
2013,27.19,-80.16,Florida USA,Other,Non-fatal
2013,32.58,-80.13,South Carolina USA,Other,Non-fatal
2013,25.79,-80.13,Florida USA,Other,Non-fatal
2013,26.47,-80.06,Florida USA,Other,Non-fatal
2013,32.8,-79.75,South Carolina USA,Other,Non-fatal
2013,33.45,-79.1,South Carolina USA,Other,Non-fatal
2013,33.63,-78.95,North Carolina USA,Other,Non-fatal
2013,33.91,-78.26,North Carolina USA,Other,Non-fatal
2013,17,-77.83,Jamaica,Other,Non-fatal
2013,-34.39,19.09,South Africa,Other,Non-fatal
2013,-34.54,19.38,South Africa,Other,Non-fatal
2013,-32.83,28.12,South Africa,Other,Non-fatal
2013,-31.65,29.52,South Africa,Other,Non-fatal
2013,-21.28,55.34,Reunion,Other,Non-fatal
2013,-21.35,55.48,Reunion,Other,Non-fatal
2013,-21.37,55.55,Reunion,Other,Non-fatal
2013,33.6,-78.97,North Carolina USA,Other,Non-fatal
2013,26.93,-80.07,Florida USA,Other,Non-fatal
2013,29.06,-80.91,Florida USA,Other,Non-fatal
2013,-22.1,113.89,Western Australia,Other,Non-fatal
2013,-33.91,123.38,Western Australia,Other,Non-fatal
2013,-35.07,150.78,New South Wales Australia,Other,Non-fatal
2013,-31.45,152.93,New South Wales Australia,Other,Non-fatal
2013,-26.38,153.09,Queensland Australia,Other,Non-fatal
2013,19.13,155.51,Hawaii USA,Other,Non-fatal
2013,-20.69,164.95,New Caledonia,Other,Non-fatal
2013,27.92,-80.48,Florida USA,Requiem,Non-fatal
2013,-7.27,72.38,Indian Ocean,Tiger,Fatal
2013,-30.25,153.15,New South Wales Australia,Tiger,Fatal
2013,20.9,-156.45,Hawaii USA,Tiger,Non-fatal
2013,19.46,-154.84,Hawaii USA,Tiger,Non-fatal
2013,-36.84,174.43,Auckland New Zealand,White Shark,Fatal
2013,-32.41,115.74,Western Australia,White Shark,Non-fatal
2013,-38.48,145.02,Victoria Australia,White Shark,Non-fatal
2013,-28.03,153.46,New South Wales Australia,Wobbegong,Non-fatal
2014,32.14,-80.75,South Carolina USA,Blacktip ,Non-fatal
2014,-32.6,115.63,Western Australia,Bronze Whaler,Non-fatal
2014,30.07,-90.02,Louisiana USA,Bull,Non-fatal
2014,27.22,-80.18,Florida USA,Bull,Non-fatal
2014,26.13,-80.11,Florida USA,Bull,Non-fatal
2014,-28,153.43,New South Wales Australia,Bull,Non-fatal
2014,-31.65,29.52,South Africa,Other,Fatal
2014,20.94,-156.69,Hawaii USA,Other,Non-fatal
2014,20.79,-156.58,Hawaii USA,Other,Non-fatal
2014,20.79,-156.51,Hawaii USA,Other,Non-fatal
2014,20.9,-156.47,Hawaii USA,Other,Non-fatal
2014,20.92,-156.39,Hawaii USA,Other,Non-fatal
2014,-16.78,-151.05,French Polynesia,Other,Non-fatal
2014,36.81,-121.79,California USA,Other,Non-fatal
2014,35.3,-120.88,California USA,Other,Non-fatal
2014,35.11,-120.63,California USA,Other,Non-fatal
2014,34.7,-120.6,California USA,Other,Non-fatal
2014,29.2,-94.94,Texas USA,Other,Non-fatal
2014,-0.58,-90.16,Galapagos Islands,Other,Non-fatal
2014,30.39,-86.6,Florida USA,Other,Non-fatal
2014,29.67,-85.23,Florida USA,Other,Non-fatal
2014,30.26,-81.38,Florida USA,Other,Non-fatal
2014,29.83,-81.26,Florida USA,Other,Non-fatal
2014,29.09,-80.92,Florida USA,Other,Non-fatal
2014,29.09,-80.92,Florida USA,Other,Non-fatal
2014,29.09,-80.92,Florida USA,Other,Non-fatal
2014,29.09,-80.92,Florida USA,Other,Non-fatal
2014,29.07,-80.91,Florida USA,Other,Non-fatal
2014,29.06,-80.91,Florida USA,Other,Non-fatal
2014,29.06,-80.91,Florida USA,Other,Non-fatal
2014,29.07,-80.91,Florida USA,Other,Non-fatal
2014,29.06,-80.91,Florida USA,Other,Non-fatal
2014,29.04,-80.89,Florida USA,Other,Non-fatal
2014,31.99,-80.85,South Carolina USA,Other,Non-fatal
2014,32.2,-80.69,South Carolina USA,Other,Non-fatal
2014,28.34,-80.61,Florida USA,Other,Non-fatal
2014,28.36,-80.6,Florida USA,Other,Non-fatal
2014,28.28,-80.6,Florida USA,Other,Non-fatal
2014,28.23,-80.6,Florida USA,Other,Non-fatal
2014,28.19,-80.59,Florida USA,Other,Non-fatal
2014,28.15,-80.58,Florida USA,Other,Non-fatal
2014,28.07,-80.56,Florida USA,Other,Non-fatal
2014,27.48,-80.29,Florida USA,Other,Non-fatal
2014,27.21,-80.17,Florida USA,Other,Non-fatal
2014,25.99,-80.12,Florida USA,Other,Non-fatal
2014,26.45,-80.06,Florida USA,Other,Non-fatal
2014,26.82,-80.04,Florida USA,Other,Non-fatal
2014,32.67,-79.91,South Carolina USA,Other,Non-fatal
2014,32.79,-79.76,South Carolina USA,Other,Non-fatal
2014,33.61,-78.97,North Carolina USA,Other,Non-fatal
2014,33.87,-78.5,North Carolina USA,Other,Non-fatal
2014,34.15,-77.98,North Carolina USA,Other,Non-fatal
2014,34.13,-77.85,North Carolina USA,Other,Non-fatal
2014,34.27,-77.74,North Carolina USA,Other,Non-fatal
2014,38.76,-75.08,Delaware USA,Other,Non-fatal
2014,41.07,1.13,Spain,Other,Non-fatal
2014,-21.15,55.29,Reunion,Other,Non-fatal
2014,34.58,137.04,Japan,Other,Non-fatal
2014,-22.3,166.46,New Caledonia,Other,Non-fatal
2014,-46.66,169.1,Southland New Zealand,Other,Non-fatal
2014,-22.96,14.46,Namibia,Requiem,Non-fatal
2014,20.75,-156.46,Hawaii USA,Tiger,Non-fatal
2014,20.25,-155.78,Hawaii USA,Tiger,Non-fatal
2014,-36.72,149.99,New South Wales Australia,White Shark,Fatal
2014,-28.64,153.62,New South Wales Australia,White Shark,Fatal
2014,-34.11,18.47,Cape Town South Africa,White Shark,Non-fatal
2014,-33.83,121.99,Western Australia,White Shark,Non-fatal
2014,-33.65,134.88,South Australia,White Shark,Non-fatal
2014,-35.63,138.47,South Australia,White Shark,Non-fatal
2014,-35.52,138.71,South Australia,White Shark,Non-fatal
2014,-35.51,138.72,South Australia,White Shark,Non-fatal
2014,-38.37,144.28,Victoria Australia,White Shark,Non-fatal
2014,-31.43,152.92,New South Wales Australia,Wobbegong,Non-fatal
2015,29.94,-81.3,Florida USA,Blacktip ,Non-fatal
2015,29.91,-81.29,Florida USA,Blacktip ,Non-fatal
2015,33.89,-78.43,North Carolina USA,Bull,Non-fatal
2015,33.91,-78.11,North Carolina USA,Bull,Non-fatal
2015,26.5,-76.99,Bahamas,Bull,Non-fatal
2015,-28.87,153.59,New South Wales Australia,Bull,Non-fatal
2015,19.59,-155.98,Hawaii USA,Oceanic Whitetip,Non-fatal
2015,20.61,-156.44,Hawaii USA,Other,Fatal
2015,25.07,34.91,Egypt,Other,Fatal
2015,-21.04,55.22,Reunion,Other,Fatal
2015,-22.77,166.81,New Caledonia,Other,Fatal
2015,21.63,-158.08,Hawaii USA,Other,Non-fatal
2015,21.39,-157.7,Hawaii USA,Other,Non-fatal
2015,19.39,-154.93,Hawaii USA,Other,Non-fatal
2015,35.38,-120.87,California USA,Other,Non-fatal
2015,33.65,-117.99,California USA,Other,Non-fatal
2015,29.28,-94.8,Texas USA,Other,Non-fatal
2015,-0.26,-91.45,Galapagos Islands,Other,Non-fatal
2015,-0.38,-90.96,Galapagos Islands,Other,Non-fatal
2015,25.93,-81.74,Florida USA,Other,Non-fatal
2015,30.5,-81.45,Florida USA,Other,Non-fatal
2015,30.66,-81.43,Florida USA,Other,Non-fatal
2015,30.28,-81.39,Florida USA,Other,Non-fatal
2015,30.26,-81.38,Florida USA,Other,Non-fatal
2015,30.27,-81.38,Florida USA,Other,Non-fatal
2015,29.23,-81.01,Florida USA,Other,Non-fatal
2015,29.18,-80.98,Florida USA,Other,Non-fatal
2015,29.07,-80.91,Florida USA,Other,Non-fatal
2015,29.07,-80.91,Florida USA,Other,Non-fatal
2015,29.05,-80.9,Florida USA,Other,Non-fatal
2015,29.04,-80.9,Florida USA,Other,Non-fatal
2015,29.05,-80.9,Florida USA,Other,Non-fatal
2015,32.15,-80.73,South Carolina USA,Other,Non-fatal
2015,28.71,-80.68,Florida USA,Other,Non-fatal
2015,28.66,-80.63,Florida USA,Other,Non-fatal
2015,28.32,-80.61,Florida USA,Other,Non-fatal
2015,28.32,-80.61,Florida USA,Other,Non-fatal
2015,28.33,-80.61,Florida USA,Other,Non-fatal
2015,28.34,-80.61,Florida USA,Other,Non-fatal
2015,28.3,-80.61,Florida USA,Other,Non-fatal
2015,28.12,-80.57,Florida USA,Other,Non-fatal
2015,32.44,-80.47,South Carolina USA,Other,Non-fatal
2015,32.36,-80.44,South Carolina USA,Other,Non-fatal
2015,27.79,-80.41,Florida USA,Other,Non-fatal
2015,32.49,-80.31,South Carolina USA,Other,Non-fatal
2015,27.5,-80.3,Florida USA,Other,Non-fatal
2015,27.34,-80.23,Florida USA,Other,Non-fatal
2015,25.86,-80.12,Florida USA,Other,Non-fatal
2015,26.32,-80.07,Florida USA,Other,Non-fatal
2015,26.79,-80.03,Florida USA,Other,Non-fatal
2015,26.71,-80.03,Florida USA,Other,Non-fatal
2015,32.76,-79.84,South Carolina USA,Other,Non-fatal
2015,32.79,-79.78,South Carolina USA,Other,Non-fatal
2015,33.55,-79.02,South Carolina USA,Other,Non-fatal
2015,33.69,-78.88,North Carolina USA,Other,Non-fatal
2015,33.91,-78.14,North Carolina USA,Other,Non-fatal
2015,34.42,-77.55,North Carolina USA,Other,Non-fatal
2015,34.42,-77.54,North Carolina USA,Other,Non-fatal
2015,35.11,-75.95,North Carolina USA,Other,Non-fatal
2015,35.33,-75.5,North Carolina USA,Other,Non-fatal
2015,35.57,-75.46,North Carolina USA,Other,Non-fatal
2015,40.58,-73.75,New York USA,Other,Non-fatal
2015,-3.87,-32.42,Brazil,Other,Non-fatal
2015,27.76,-15.57,Canary Islands,Other,Non-fatal
2015,27.86,-15.39,Canary Islands,Other,Non-fatal
2015,-34.39,21.43,South Africa,Other,Non-fatal
2015,-34.09,22.98,South Africa,Other,Non-fatal
2015,-34.05,23.38,South Africa,Other,Non-fatal
2015,-32.99,27.95,South Africa,Other,Non-fatal
2015,-32.83,28.12,South Africa,Other,Non-fatal
2015,-31.76,29.36,South Africa,Other,Non-fatal
2015,-20.93,55.28,Reunion,Other,Non-fatal
2015,-21.17,55.29,Reunion,Other,Non-fatal
2015,7.84,98.29,Thailand,Other,Non-fatal
2015,-17.22,146.09,Queensland Australia,Other,Non-fatal
2015,-29.45,153.36,New South Wales Australia,Other,Non-fatal
2015,27.83,-97.05,Texas USA,Requiem,Non-fatal
2015,30.21,-88.98,Mississippi USA,Requiem,Non-fatal
2015,-32.6,115.63,Western Australia,Sand Tiger,Non-fatal
2015,-21.28,55.34,Reunion,Tiger,Fatal
2015,21.48,-158.22,Hawaii USA,Tiger,Non-fatal
2015,19.99,-155.83,Hawaii USA,Tiger,Non-fatal
2015,-18.83,147.66,Queensland Australia,Tiger,Non-fatal
2015,-28.86,153.6,New South Wales Australia,White Shark,Fatal
2015,-34.04,24.93,South Africa,White Shark,Non-fatal
2015,-31.67,29.49,South Africa,White Shark,Non-fatal
2015,-35.02,117.34,Western Australia,White Shark,Non-fatal
2015,-34.91,135.68,South Australia,White Shark,Non-fatal
2015,-38.26,141.78,Victoria Australia,White Shark,Non-fatal
2015,-32,152.57,New South Wales Australia,White Shark,Non-fatal
2015,-31.48,152.93,New South Wales Australia,White Shark,Non-fatal
2015,-29.11,153.44,New South Wales Australia,White Shark,Non-fatal
2015,-28.87,153.59,New South Wales Australia,White Shark,Non-fatal
2015,-28.76,153.6,New South Wales Australia,White Shark,Non-fatal
2015,-28.8,153.6,New South Wales Australia,White Shark,Non-fatal
2015,-28.84,153.61,New South Wales Australia,White Shark,Non-fatal
2015,-28.63,153.63,New South Wales Australia,White Shark,Non-fatal
2015,-32.95,151.76,Newcastle Australia,Wobbegong,Non-fatal
2016,33.88,-78.47,North Carolina USA,Blacktip ,Non-fatal
2016,-23.44,151.91,Queensland Australia,Blacktip Reef,Non-fatal
2016,20.93,-156.36,Hawaii USA,Grey Reef,Non-fatal
2016,-20.58,164.25,New Caledonia,Other,Fatal
2016,-21.61,165.4,New Caledonia,Other,Fatal
2016,22.21,-159.5,Hawaii USA,Other,Non-fatal
2016,21.96,-159.35,Hawaii USA,Other,Non-fatal
2016,21.48,-158.22,Hawaii USA,Other,Non-fatal
2016,20.81,-156.61,Hawaii USA,Other,Non-fatal
2016,20.73,-156.45,Hawaii USA,Other,Non-fatal
2016,20.72,-156.45,Hawaii USA,Other,Non-fatal
2016,20.68,-156.44,Hawaii USA,Other,Non-fatal
2016,20.94,-156.38,Hawaii USA,Other,Non-fatal
2016,40.75,-124.24,California USA,Other,Non-fatal
2016,45.94,-124,Oregon USA,Other,Non-fatal
2016,33.69,-118.04,California USA,Other,Non-fatal
2016,29.2,-94.94,Texas USA,Other,Non-fatal
2016,26.45,-81.96,Florida USA,Other,Non-fatal
2016,30.41,-81.4,Florida USA,Other,Non-fatal
2016,30.38,-81.4,Florida USA,Other,Non-fatal
2016,30.38,-81.4,Florida USA,Other,Non-fatal
2016,30.32,-81.39,Florida USA,Other,Non-fatal
2016,30.23,-81.37,Florida USA,Other,Non-fatal
2016,30.19,-81.36,Florida USA,Other,Non-fatal
2016,30.12,-81.34,Florida USA,Other,Non-fatal
2016,29.49,-81.13,Florida USA,Other,Non-fatal
2016,29.08,-80.92,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.07,-80.91,Florida USA,Other,Non-fatal
2016,29.05,-80.9,Florida USA,Other,Non-fatal
2016,29.06,-80.9,Florida USA,Other,Non-fatal
2016,29.06,-80.9,Florida USA,Other,Non-fatal
2016,29.06,-80.9,Florida USA,Other,Non-fatal
2016,29.04,-80.89,Florida USA,Other,Non-fatal
2016,29.02,-80.88,Florida USA,Other,Non-fatal
2016,29.02,-80.88,Florida USA,Other,Non-fatal
2016,28.95,-80.84,Florida USA,Other,Non-fatal
2016,28.34,-80.6,Florida USA,Other,Non-fatal
2016,28.36,-80.6,Florida USA,Other,Non-fatal
2016,28.17,-80.59,Florida USA,Other,Non-fatal
2016,28.15,-80.58,Florida USA,Other,Non-fatal
2016,28.07,-80.56,Florida USA,Other,Non-fatal
2016,28.04,-80.54,Florida USA,Other,Non-fatal
2016,27.65,-80.35,Florida USA,Other,Non-fatal
2016,27.54,-80.32,Florida USA,Other,Non-fatal
2016,27.55,-80.32,Florida USA,Other,Non-fatal
2016,26.79,-80.03,Florida USA,Other,Non-fatal
2016,32.76,-79.84,South Carolina USA,Other,Non-fatal
2016,33.76,-78.78,North Carolina USA,Other,Non-fatal
2016,25.08,-77.39,Bahamas,Other,Non-fatal
2016,34.7,-76.74,North Carolina USA,Other,Non-fatal
2016,34.69,-76.7,North Carolina USA,Other,Non-fatal
2016,-27.03,-48.58,Brazil,Other,Non-fatal
2016,38.25,-0.51,Spain,Other,Non-fatal
2016,-32.25,28.91,South Africa,Other,Non-fatal
2016,-21.03,55.22,Reunion,Other,Non-fatal
2016,8.17,79.69,Sri Lanka,Other,Non-fatal
2016,-21.87,114.16,Western Australia,Other,Non-fatal
2016,-8.5,114.96,Bali Indonesia,Other,Non-fatal
2016,-33.64,115.03,Western Australia,Other,Non-fatal
2016,33.02,133.02,Japan,Other,Non-fatal
2016,-38.37,144.28,Victoria Australia,Other,Non-fatal
2016,-34.66,150.86,New South Wales Australia,Other,Non-fatal
2016,-34.05,151.16,Sydney Australia,Other,Non-fatal
2016,-32.3,152.52,New South Wales Australia,Other,Non-fatal
2016,-26.8,153.14,Queensland Australia,Other,Non-fatal
2016,-28.87,153.59,New South Wales Australia,Other,Non-fatal
2016,-28.85,153.6,New South Wales Australia,Other,Non-fatal
2016,-28.72,153.62,New South Wales Australia,Other,Non-fatal
2016,-22.31,166.45,New Caledonia,Other,Non-fatal
2016,-22.31,166.46,New Caledonia,Other,Non-fatal
2016,27.75,-82.61,Florida USA,Requiem,Non-fatal
2016,20.68,-156.44,Hawaii USA,Tiger,Non-fatal
2016,-32.58,115.65,Western Australia,White Shark,Fatal
2016,-31.69,115.69,Western Australia,White Shark,Fatal
2016,34.46,-120.07,California USA,White Shark,Non-fatal
2016,33.59,-117.88,California USA,White Shark,Non-fatal
2016,-40.93,144.62,Tasmania Australia,White Shark,Non-fatal
2016,-33.1,151.65,Newcastle Australia,White Shark,Non-fatal
2017,30.38,-86.47,Florida USA,Bull,Non-fatal
2017,27.47,-80.29,Florida USA,Bull,Non-fatal
2017,25.53,34.64,Egypt,Oceanic Whitetip,Non-fatal
2017,5.56,-87.05,Honduras,Other,Fatal
2017,-21.2,55.28,Reunion,Other,Fatal
2017,-20.98,55.7,Reunion,Other,Fatal
2017,-33.83,122,Western Australia,Other,Fatal
2017,21.96,-159.71,Hawaii USA,Other,Non-fatal
2017,21.48,-158.22,Hawaii USA,Other,Non-fatal
2017,20.71,-156.45,Hawaii USA,Other,Non-fatal
2017,34.42,-119.82,California USA,Other,Non-fatal
2017,33.38,-117.58,California USA,Other,Non-fatal
2017,26.11,-97.16,Texas USA,Other,Non-fatal
2017,5.56,-87.05,Honduras,Other,Non-fatal
2017,30.37,-81.4,Florida USA,Other,Non-fatal
2017,30.37,-81.4,Florida USA,Other,Non-fatal
2017,30.28,-81.39,Florida USA,Other,Non-fatal
2017,29.86,-81.26,Florida USA,Other,Non-fatal
2017,29.38,-81.08,Florida USA,Other,Non-fatal
2017,29.23,-81,Florida USA,Other,Non-fatal
2017,29.14,-80.96,Florida USA,Other,Non-fatal
2017,29.08,-80.92,Florida USA,Other,Non-fatal
2017,29.08,-80.92,Florida USA,Other,Non-fatal
2017,29.05,-80.9,Florida USA,Other,Non-fatal
2017,29.06,-80.9,Florida USA,Other,Non-fatal
2017,29.04,-80.89,Florida USA,Other,Non-fatal
2017,29.04,-80.89,Florida USA,Other,Non-fatal
2017,32.12,-80.79,South Carolina USA,Other,Non-fatal
2017,32.13,-80.77,South Carolina USA,Other,Non-fatal
2017,32.14,-80.76,South Carolina USA,Other,Non-fatal
2017,32.16,-80.72,South Carolina USA,Other,Non-fatal
2017,32.19,-80.7,South Carolina USA,Other,Non-fatal
2017,32.2,-80.69,South Carolina USA,Other,Non-fatal
2017,32.2,-80.69,South Carolina USA,Other,Non-fatal
2017,28.26,-80.6,Florida USA,Other,Non-fatal
2017,28.37,-80.6,Florida USA,Other,Non-fatal
2017,28.17,-80.59,Florida USA,Other,Non-fatal
2017,28.07,-80.56,Florida USA,Other,Non-fatal
2017,28.07,-80.56,Florida USA,Other,Non-fatal
2017,28.05,-80.55,Florida USA,Other,Non-fatal
2017,27.95,-80.5,Florida USA,Other,Non-fatal
2017,27.61,-80.34,Florida USA,Other,Non-fatal
2017,27.26,-80.2,Florida USA,Other,Non-fatal
2017,27.19,-80.16,Florida USA,Other,Non-fatal
2017,25.91,-80.12,Florida USA,Other,Non-fatal
2017,26.89,-80.06,Florida USA,Other,Non-fatal
2017,26.61,-80.04,Florida USA,Other,Non-fatal
2017,26.54,-80.04,Florida USA,Other,Non-fatal
2017,26.58,-80.04,Florida USA,Other,Non-fatal
2017,26.82,-80.04,Florida USA,Other,Non-fatal
2017,32.67,-79.91,South Carolina USA,Other,Non-fatal
2017,33.37,-79.15,South Carolina USA,Other,Non-fatal
2017,33.37,-79.15,South Carolina USA,Other,Non-fatal
2017,25.08,-77.27,Bahamas,Other,Non-fatal
2017,25.08,-77.22,Bahamas,Other,Non-fatal
2017,36.85,-75.97,Virginia USA,Other,Non-fatal
2017,36.51,-75.86,Virginia USA,Other,Non-fatal
2017,41.89,-69.96,Massachusetts USA,Other,Non-fatal
2017,-8.14,-34.9,Recife Brazil,Other,Non-fatal
2017,28,-15.82,Canary Islands,Other,Non-fatal
2017,-7.89,-14.38,Atlantic Ocean,Other,Non-fatal
2017,-7.89,-14.38,Atlantic Ocean,Other,Non-fatal
2017,50.28,-3.89,Devon England,Other,Non-fatal
2017,-34.01,23.45,South Africa,Other,Non-fatal
2017,-21.05,55.22,Reunion,Other,Non-fatal
2017,3.59,73.5,Maldives,Other,Non-fatal
2017,-23.1,113.75,Western Australia,Other,Non-fatal
2017,-8.5,114.96,Bali Indonesia,Other,Non-fatal
2017,-8.5,114.97,Bali Indonesia,Other,Non-fatal
2017,-33.3,115.64,Western Australia,Other,Non-fatal
2017,-32.58,115.65,Western Australia,Other,Non-fatal
2017,-20.61,117.19,Western Australia,Other,Non-fatal
2017,34.66,137.89,Japan,Other,Non-fatal
2017,-9.92,143.94,Torres Strait Australia,Other,Non-fatal
2017,-38.48,144.04,Victoria Australia,Other,Non-fatal
2017,-21.97,149.48,New Caledonia,Other,Non-fatal
2017,-34.6,150.87,New South Wales Australia,Other,Non-fatal
2017,-33.47,151.44,Sydney Australia,Other,Non-fatal
2017,-33.47,151.44,Sydney Australia,Other,Non-fatal
2017,-32.79,152.07,New South Wales Australia,Other,Non-fatal
2017,-29.42,153.36,New South Wales Australia,Other,Non-fatal
2017,-46.66,169.1,Southland New Zealand,Other,Non-fatal
2017,21.12,-75.84,Cuba,Tiger,Fatal
2017,21.96,-159.71,Hawaii USA,Tiger,Non-fatal
2017,21.62,-158.09,Hawaii USA,Tiger,Non-fatal
2017,21.3,-158.04,Hawaii USA,Tiger,Non-fatal
2017,-33,27.96,South Africa,White Shark,Non-fatal
2017,-33.86,114.98,Western Australia,White Shark,Non-fatal
2013,-0.76,-90.33,Galapagos Islands,Other,Non-fatal
2018,-33.86,114.97,Western Australia,Other,Non-fatal
2018,-3.84,-32.42,Brazil,Other,Non-fatal
2018,-34.5,150.94,New South Wales Australia,White Shark,Non-fatal
2018,26.89,-80.05,Florida USA,Other,Non-fatal
2018,27.79,-82.8,Florida USA,Bull,Non-fatal
2018,-0.83,-90.02,Galapagos Islands,Galapagos,Non-fatal
2018,-31.79,115.73,Western Australia,Wobbegong,Non-fatal
2018,-34.67,150.86,New South Wales Australia,Requiem,Non-fatal
2018,-33.99,151.24,Sydney Australia,White Shark,Non-fatal
2018,-38.37,144.28,Victoria Australia,Bronze Whaler,Non-fatal
2018,19.82,-156,Hawaii USA,Tiger,Non-fatal
2018,-34.21,24.84,South Africa,White Shark,Non-fatal
2018,25.06,-77.49,Bahamas,Tiger,Non-fatal
2018,-8.17,-34.91,Recife Brazil,Other,Non-fatal
2018,-33.87,114.98,Western Australia,White Shark,Non-fatal
2018,-33.89,114.98,Western Australia,White Shark,Non-fatal
2018,12.57,99.97,Thailand,Requiem,Non-fatal
2018,21.87,-159.44,Hawaii USA,Requiem,Non-fatal
2018,-22.27,166.47,New Caledonia,Requiem,Non-fatal
2018,28.36,-80.6,Florida USA,Bull,Non-fatal
2018,32.16,-80.72,South Carolina USA,Blacktip ,Non-fatal
2018,32.79,-79.77,South Carolina USA,Other,Non-fatal
2018,29.23,-81.01,Florida USA,Requiem,Non-fatal
2018,-28.85,153.61,New South Wales Australia,White Shark,Non-fatal
2018,-8.17,-34.91,Recife Brazil,Tiger,Fatal
2018,31.14,-81.38,Georgia USA,Sand Tiger,Non-fatal
2018,33.69,-78.87,North Carolina USA,Other,Non-fatal
2018,30.64,-81.44,Florida USA,Other,Non-fatal
2018,30.62,-81.44,Florida USA,Other,Non-fatal
2018,40.65,-73.1,New York USA,Sand Tiger,Non-fatal
2018,40.64,-73.17,New York USA,Sand Tiger,Non-fatal
2018,29.07,-80.91,Florida USA,Blacktip ,Non-fatal
2018,28.68,-80.65,Florida USA,Other,Non-fatal
2018,29.86,-81.26,Florida USA,Requiem,Non-fatal
2018,25.26,34.79,Egypt,Oceanic Whitetip,Fatal
2018,33.85,-77.96,North Carolina USA,Other,Non-fatal
2018,29.45,-94.63,Texas USA,Requiem,Non-fatal
2018,42.02,-70.04,Massachusetts USA,White Shark,Non-fatal
2018,34.7,-76.76,North Carolina USA,Requiem,Non-fatal
2018,34.7,-76.73,North Carolina USA,Requiem,Non-fatal
2018,21.63,-157.91,Hawaii USA,Tiger,Non-fatal
2018,27.48,-80.29,Florida USA,Other,Non-fatal
2018,41.96,-70,Massachusetts USA,White Shark,Fatal
2018,27.34,-80.24,Florida USA,Requiem,Non-fatal
2018,30.28,-81.38,Florida USA,Requiem,Non-fatal
2018,-20.27,148.94,Queensland Australia,Other,Non-fatal
2018,-20.26,148.94,Queensland Australia,Other,Non-fatal
2018,-33.98,114.99,Western Australia,Other,Non-fatal
2018,-33.88,114.98,Western Australia,Other,Non-fatal
2018,-30.06,153.2,New South Wales Australia,Wobbegong,Non-fatal
2018,29.06,-80.9,Florida USA,Requiem,Non-fatal
2018,33.07,-117.3,California USA,White Shark,Non-fatal
